row_id,side,role,term,gold_snomed_id,gold_concept_term,pred_snomed_id,pred_concept_term,hit,gt_rank,gold_absence_stage,gold_in_initial_results,gold_in_allowed_domain,gold_in_truncated_set,gold_in_final_ranked,gold_filter_reasons,num_ranked_to_gt,rank_chain_to_gt,top10_chain
t1_row_01,action,Procedure,General characteristic of patient,363789004,General characteristic of patient (observable entity),363789004,General characteristic of patient (observable entity),1,1,,,,,,,1,1:363789004:General characteristic of patient (observable entity):1.0,1:363789004:General characteristic of patient (observable entity):1.0 | 2:363927006:General characteristic of eye (observable entity):1.0 | 3:363790008:General characteristic of appearance (observable entity):1.0 | 4:363854005:General characteristic of posture (observable entity):1.0 | 5:364446009:General characteristics of abdomen (observable entity):0.9882611683848797 | 6:7922000:General treatment (procedure):0.6730240549828179 | 7:364625007:Characteristic of pain (observable entity):0.6186139747995418 | 8:366661000:Finding of hair characteristics (finding):0.5269759450171821 | 9:364907003:Finding of motor unit characteristics (finding):0.4969759450171822 | 10:365512000:Finding of characteristics of home environment (finding):0.4969759450171822
t1_row_01,action,Procedure,Coronary artery structure,41801008,Coronary artery structure (body structure),41801008,Coronary artery structure (body structure),1,1,,,,,,,1,1:41801008:Coronary artery structure (body structure):1.0,1:41801008:Coronary artery structure (body structure):1.0 | 2:50018008:Left coronary artery structure (body structure):1.0 | 3:13647002:Right coronary artery structure (body structure):1.0 | 4:3227004:Structure of left coronary artery main stem (body structure):1.0 | 5:55537005:Structure of ostium of coronary artery (body structure):1.0 | 6:8482007:Structure of sinoatrial node branch of right coronary artery (body structure):1.0 | 7:12800002:Structure of atrioventricular node branch of right coronary artery (body structure):1.0 | 8:22765000:Structure of marginal branch of right coronary artery (body structure):1.0 | 9:41879009:Structure of distal portion of right coronary artery (body structure):1.0 | 10:51815003:Structure of obtuse marginal branch of circumflex branch of left coronary artery (body structure):1.0
t1_row_01,action,Procedure,Left ventricular ejection fraction,250908004,Left ventricular ejection fraction (observable entity),250908004,Left ventricular ejection fraction (observable entity),1,1,,,,,,,1,1:250908004:Left ventricular ejection fraction (observable entity):1.0,1:250908004:Left ventricular ejection fraction (observable entity):1.0 | 2:389385008:Left ventricular ejection fraction (observable entity):1.0 | 3:390116000:Left ventricular ejection fraction (finding):1.0 | 4:863932003:Left ventricular ejection fraction decreased (finding):1.0 | 5:5041000175101:Estimated lower limit of left ventricular ejection fraction (observable entity):1.0 | 6:5051000175104:Estimated upper limit of left ventricular ejection fraction (observable entity):1.0 | 7:46258004:Determination of ventricular ejection fraction with probe technique (procedure):0.9224732433724604 | 8:15291005:Left ventricular recording (procedure):0.5143573748026335 | 9:27649004:Left ventricular ST changes (finding):0.5043573748026335 | 10:24058001:Echocardiography for determining posterior left ventricular wall thickness (procedure):0.4963573748026336
t1_row_01,action,Procedure,Preferences,225773000,Preferences (qualifier value),225773000,Preferences (qualifier value),1,1,rescue_override,,,,,,1,1:225773000:Preferences (qualifier value):1.0,1:225773000:Preferences (qualifier value):1.0
t1_row_01,action,Procedure,Likely outcome,410596003,Likely outcome (qualifier value),410596003,Likely outcome (qualifier value),1,1,,,,,,,1,1:410596003:Likely outcome (qualifier value):1.0,"1:410596003:Likely outcome (qualifier value):1.0 | 2:20481000:Determination of prognosis (procedure):0.5770807453416149 | 3:67407003:Determination of outcome (procedure):0.5770807453416149 | 4:81611004:Retrospective audit (procedure):0.5770807453416149 | 5:302080006:Finding of birth outcome (finding):0.5670807453416149 | 6:364738009:Finding of outcome of delivery (finding):0.5670807453416149 | 7:38520008:Determination of outcome, satisfactory to patient (finding):0.5570807453416149 | 8:59971000:Determination of outcome, unsatisfactory to patient (finding):0.5570807453416149 | 9:370970008:Determination of outcome, unsuccessful (finding):0.5570807453416149 | 10:405656000:Adverse anesthesia outcome (finding):0.5570807453416149"
t0_row_01,condition,ClinicalCondition,Coronary artery disease,53741008,Coronary arteriosclerosis (disorder),53741008,Coronary arteriosclerosis (disorder),1,1,,,,,,,1,1:53741008:Coronary arteriosclerosis (disorder):1.0,1:53741008:Coronary arteriosclerosis (disorder):1.0 | 2:41702007:Coronary atherosclerosis (disorder):1.0 | 3:1348269001:Coronary Artery Disease Reporting and Data System (assessment scale):1.0 | 4:155111000146108:Coronary Artery Disease Reporting and Data System score (observable entity):1.0 | 5:1351342004:Assessment using Coronary Artery Disease Reporting and Data System (procedure):1.0 | 6:8957000:Coronary artery disease (disorder):1.0 | 7:371804009:Left main coronary artery disease (disorder):1.0 | 8:194841001:Coronary (atherosclerosis or artery disease) or triple vessel disease of the heart (disorder):1.0 | 9:371803003:Multi vessel coronary artery disease (disorder):1.0 | 10:373144005:Single vessel coronary artery disease (disorder):1.0
t0_row_01,condition,ClinicalCondition,Peripheral arterial disease,840580004,Peripheral arterial disease (disorder),840580004,Peripheral arterial disease (disorder),1,2,,,,,,,2,1:91523003:Peripheral vascular disease (disorder):1.0 | 2:840580004:Peripheral arterial disease (disorder):1.0,1:91523003:Peripheral vascular disease (disorder):1.0 | 2:840580004:Peripheral arterial disease (disorder):1.0 | 3:15336001:Cold extremities (finding):0.5661797752808989 | 4:4249000:Poor peripheral circulation (disorder):0.5661797752808989 | 5:25416002:Peripheral neuralgia (finding):0.5661797752808989 | 6:144008:Normal peripheral vision (finding):0.5561797752808989 | 7:17099003:Peripheral muscle fatigue (finding):0.5561797752808989 | 8:17787002:Peripheral neuritis in pregnancy (disorder):0.5561797752808989 | 9:19900004:Decreased peripheral vision (finding):0.5561797752808989 | 10:20696009:Peripheral venous insufficiency (disorder):0.5561797752808989
t0_row_01,condition,ClinicalCondition,Finding of increased risk level,1255670000,Finding of increased risk level (finding),1255670000,Finding of increased risk level (finding),1,1,,,,,,,1,1:1255670000:Finding of increased risk level (finding):1.0,1:1255670000:Finding of increased risk level (finding):1.0 | 2:45704003:At increased risk for noncompliance (finding):0.8455843024229515 | 3:42427004:At increased risk for suffocation (finding):0.8022448979591834 | 4:78648007:At increased risk for infection (finding):0.8022448979591834 | 5:39623008:At increased risk for poisoning injury (finding):0.7922448979591834 | 6:8317005:At increased risk for deficient parenting (finding):0.7922448979591834 | 7:38369006:At increased risk for cognitive impairment (finding):0.7922448979591834 | 8:70693003:At increased risk for impaired skin integrity (finding):0.7922448979591834 | 9:50048006:At increased risk for deficient fluid volume (finding):0.7872448979591834 | 10:41775005:At increased risk for impaired home maintenance management (finding):0.7872448979591834
t0_row_01,condition,ClinicalCondition,Myocardial ischemia,414795007,Myocardial ischemia (disorder),32598000,Acute ischemic heart disease (disorder),0,4,,,,,,,4,1:32598000:Acute ischemic heart disease (disorder):1.0 | 2:41702007:Coronary atherosclerosis (disorder):1.0 | 3:84537008:Chronic ischemic heart disease (disorder):1.0 | 4:414795007:Myocardial ischemia (disorder):1.0,1:32598000:Acute ischemic heart disease (disorder):1.0 | 2:41702007:Coronary atherosclerosis (disorder):1.0 | 3:84537008:Chronic ischemic heart disease (disorder):1.0 | 4:414795007:Myocardial ischemia (disorder):1.0 | 5:413844008:Chronic myocardial ischemia (disorder):1.0 | 6:233822007:Myocardial ischaemia (disorder):1.0 | 7:142024004:ECG: myocardial ischaemia NOS (finding):1.0 | 8:142022000:ECG: no myocardial ischaemia (finding):1.0 | 9:142021007:ECG: myocardial ischaemia (finding):1.0 | 10:194852007:Chronic myocardial ischaemia (disorder):1.0
t0_row_01,action,Medication,Rivaroxaban,442031002,Rivaroxaban (substance),442031002,Rivaroxaban (substance),1,1,,,,,,,1,1:442031002:Rivaroxaban (substance):1.0,1:442031002:Rivaroxaban (substance):1.0 | 2:1335906002:Rivaroxaban therapy (procedure):1.0 | 3:704472001:Product containing precisely rivaroxaban 10 milligram/1 each conventional release oral tablet (clinical drug):1.0 | 4:704473006:Product containing precisely rivaroxaban 15 milligram/1 each conventional release oral tablet (clinical drug):1.0 | 5:704474000:Product containing precisely rivaroxaban 20 milligram/1 each conventional release oral tablet (clinical drug):1.0 | 6:704475004:Product containing precisely rivaroxaban 2.5 milligram/1 each conventional release oral tablet (clinical drug):1.0 | 7:777455008:Product containing only rivaroxaban (medicinal product):1.0 | 8:768150008:Product containing rivaroxaban in oral dose form (medicinal product form):1.0 | 9:442539005:Product containing rivaroxaban (medicinal product):1.0 | 10:780387003:Product containing only rivaroxaban in oral dose form (medicinal product form):1.0
t0_row_01,action,Medication,Aspirin,387458008,Aspirin (substance),387458008,Aspirin (substance),1,1,,,,,,,1,1:387458008:Aspirin (substance):1.0,1:387458008:Aspirin (substance):1.0 | 2:717854002:Aspirin therapy (procedure):1.0 | 3:99875004:ASPIRIN 60 GRAIN (product):1.0 | 4:99877007:ASPIRIN BOLUSES (product):1.0 | 5:99878002:ASPIRIN TABLETS PRODUCT (product):1.0 | 6:134394002:Aspirin not indicated (situation):1.0 | 7:135800003:Aspirin indicated (situation):1.0 | 8:151190005:Over the counter aspirin therapy (procedure):1.0 | 9:151215005:Salicylate prophylaxis &/or aspirin IHD (procedure):1.0 | 10:182909007:Over the counter aspirin therapy (procedure):1.0
t0_row_02,condition,ClinicalCondition,Myocardial infarction,22298006,Myocardial infarction (disorder),22298006,Myocardial infarction (disorder),1,1,rescue_override,,,,,,1,1:22298006:Myocardial infarction (disorder):1.0,1:22298006:Myocardial infarction (disorder):1.0
t0_row_02,condition,Medication,Drug therapy with explicit context,1290126002,Drug therapy with explicit context (situation),1290126002,Drug therapy with explicit context (situation),1,1,rescue_override,,,,,,1,1:1290126002:Drug therapy with explicit context (situation):1.0,1:1290126002:Drug therapy with explicit context (situation):1.0
t0_row_02,action,Medication,Clopidogrel,386952008,Clopidogrel (substance),734972007,Clopidogrel besilate (substance),0,4,,,,,,,4,1:734972007:Clopidogrel besilate (substance):1.0 | 2:775314005:Product containing only clopidogrel (medicinal product):1.0 | 3:778817005:Product containing only clopidogrel in oral dose form (medicinal product form):1.0 | 4:386952008:Clopidogrel (substance):1.0,1:734972007:Clopidogrel besilate (substance):1.0 | 2:775314005:Product containing only clopidogrel (medicinal product):1.0 | 3:778817005:Product containing only clopidogrel in oral dose form (medicinal product form):1.0 | 4:386952008:Clopidogrel (substance):1.0 | 5:407571005:Clopidogrel not indicated (situation):1.0 | 6:407582002:Clopidogrel contraindicated (situation):1.0 | 7:407583007:Clopidogrel declined (situation):1.0 | 8:734471009:Clopidogrel hydrochloride (substance):1.0 | 9:714142006:Product containing clopidogrel in oral dose form (medicinal product form):1.0 | 10:1137312001:Product containing precisely clopidogrel (as clopidogrel hydrochloride) 75 milligram/1 each conventional release oral tablet (clinical drug):1.0
t0_row_02,action,Medication,Aspirin,387458008,Aspirin (substance),387458008,Aspirin (substance),1,1,,,,,,,1,1:387458008:Aspirin (substance):1.0,1:387458008:Aspirin (substance):1.0 | 2:717854002:Aspirin therapy (procedure):1.0 | 3:99875004:ASPIRIN 60 GRAIN (product):1.0 | 4:99877007:ASPIRIN BOLUSES (product):1.0 | 5:99878002:ASPIRIN TABLETS PRODUCT (product):1.0 | 6:134394002:Aspirin not indicated (situation):1.0 | 7:135800003:Aspirin indicated (situation):1.0 | 8:151190005:Over the counter aspirin therapy (procedure):1.0 | 9:151215005:Salicylate prophylaxis &/or aspirin IHD (procedure):1.0 | 10:182909007:Over the counter aspirin therapy (procedure):1.0
t0_row_03,condition,ClinicalCondition,Myocardial infarction,22298006,Myocardial infarction (disorder),22298006,Myocardial infarction (disorder),1,1,rescue_override,,,,,,1,1:22298006:Myocardial infarction (disorder):1.0,1:22298006:Myocardial infarction (disorder):1.0
t0_row_03,condition,Procedure,Percutaneous coronary revascularization,415070008,Percutaneous transluminal coronary intervention using imaging guidance with contrast (procedure),415070008,Percutaneous transluminal coronary intervention using imaging guidance with contrast (procedure),1,1,rescue_override,,,,,,1,1:415070008:Percutaneous transluminal coronary intervention using imaging guidance with contrast (procedure):1.0,1:415070008:Percutaneous transluminal coronary intervention using imaging guidance with contrast (procedure):1.0
t0_row_03,condition,Medication,Drug therapy with explicit context,1290126002,Drug therapy with explicit context (situation),1290126002,Drug therapy with explicit context (situation),1,1,rescue_override,,,,,,1,1:1290126002:Drug therapy with explicit context (situation):1.0,1:1290126002:Drug therapy with explicit context (situation):1.0
t0_row_03,action,Medication,Prasugrel,443129001,Prasugrel (substance),1149423007,Prasugrel besilate (substance),0,2,,,,,,,2,1:1149423007:Prasugrel besilate (substance):1.0 | 2:443129001:Prasugrel (substance):1.0,1:1149423007:Prasugrel besilate (substance):1.0 | 2:443129001:Prasugrel (substance):1.0 | 3:443088009:Product containing precisely prasugrel 5 milligram/1 each conventional release oral tablet (clinical drug):1.0 | 4:443469008:Product containing precisely prasugrel 10 milligram/1 each conventional release oral tablet (clinical drug):1.0 | 5:783368008:Product containing precisely prasugrel (as prasugrel hydrochloride) 10 milligram/1 each conventional release oral tablet (clinical drug):1.0 | 6:1149422002:Product containing precisely prasugrel (as prasugrel besilate) 10 milligram/1 each conventional release oral tablet (clinical drug):1.0 | 7:1217508004:Prasugrel hydrobromide (substance):1.0 | 8:735166002:Prasugrel hydrochloride (substance):1.0 | 9:780274006:Product containing only prasugrel in oral dose form (medicinal product form):1.0 | 10:443312008:Product containing prasugrel (medicinal product):1.0
t0_row_03,action,Medication,Aspirin,387458008,Aspirin (substance),387458008,Aspirin (substance),1,1,,,,,,,1,1:387458008:Aspirin (substance):1.0,1:387458008:Aspirin (substance):1.0 | 2:717854002:Aspirin therapy (procedure):1.0 | 3:99875004:ASPIRIN 60 GRAIN (product):1.0 | 4:99877007:ASPIRIN BOLUSES (product):1.0 | 5:99878002:ASPIRIN TABLETS PRODUCT (product):1.0 | 6:134394002:Aspirin not indicated (situation):1.0 | 7:135800003:Aspirin indicated (situation):1.0 | 8:151190005:Over the counter aspirin therapy (procedure):1.0 | 9:151215005:Salicylate prophylaxis &/or aspirin IHD (procedure):1.0 | 10:182909007:Over the counter aspirin therapy (procedure):1.0
t0_row_04,condition,ClinicalCondition,Chronic ischemic heart disease,413838009,Chronic ischemic heart disease (disorder),413838009,Chronic ischemic heart disease (disorder),1,2,,,,,,,2,1:84537008:Chronic ischemic heart disease (disorder):1.0 | 2:413838009:Chronic ischemic heart disease (disorder):1.0,1:84537008:Chronic ischemic heart disease (disorder):1.0 | 2:413838009:Chronic ischemic heart disease (disorder):1.0 | 3:266290000:Heart disease: [arteriosclerotic] or [chronic ischaemic NOS] (disorder):1.0 | 4:155315001:Heart disease: [arteriosclerotic] or [chronic ischaemic NOS] (disorder):1.0 | 5:155318004:Chronic ischaemic heart disease NOS (disorder):1.0 | 6:266291001:Chronic ischemic heart disease NOS (disorder):1.0 | 7:194840000:Other chronic ischemic heart disease (disorder):1.0 | 8:194854008:Other chronic ischemic heart disease NOS (disorder):1.0 | 9:195544005:[X]Other forms of chronic ischemic heart disease (disorder):1.0 | 10:194851000:Other specified chronic ischemic heart disease (disorder):1.0
t0_row_04,condition,ClinicalCondition,Myocardial infarction,22298006,Myocardial infarction (disorder),22298006,Myocardial infarction (disorder),1,1,rescue_override,,,,,,1,1:22298006:Myocardial infarction (disorder):1.0,1:22298006:Myocardial infarction (disorder):1.0
t0_row_04,condition,Medication,Drug therapy with explicit context,1290126002,Drug therapy with explicit context (situation),1290126002,Drug therapy with explicit context (situation),1,1,rescue_override,,,,,,1,1:1290126002:Drug therapy with explicit context (situation):1.0,1:1290126002:Drug therapy with explicit context (situation):1.0
t0_row_04,action,Medication,Ticagrelor,698805004,Ticagrelor (substance),698805004,Ticagrelor (substance),1,1,,,,,,,1,1:698805004:Ticagrelor (substance):1.0,1:698805004:Ticagrelor (substance):1.0 | 2:704465002:Product containing precisely ticagrelor 90 milligram/1 each conventional release oral tablet (clinical drug):1.0 | 3:777766002:Product containing only ticagrelor (medicinal product):1.0 | 4:768197009:Product containing ticagrelor in oral dose form (medicinal product form):1.0 | 5:1179440007:Product containing precisely ticagrelor 90 milligram/1 each conventional release orodispersible tablet (clinical drug):1.0 | 6:704464003:Product containing ticagrelor (medicinal product):1.0 | 7:780632009:Product containing only ticagrelor in oral dose form (medicinal product form):1.0 | 8:1179441006:Product containing ticagrelor in oromucosal dose form (medicinal product form):1.0 | 9:1179442004:Product containing only ticagrelor in oromucosal dose form (medicinal product form):1.0 | 10:1010542009:Product containing precisely ticagrelor 60 milligram/1 each conventional release oral tablet (clinical drug):1.0
t0_row_04,action,Medication,Aspirin,387458008,Aspirin (substance),387458008,Aspirin (substance),1,1,,,,,,,1,1:387458008:Aspirin (substance):1.0,1:387458008:Aspirin (substance):1.0 | 2:717854002:Aspirin therapy (procedure):1.0 | 3:99875004:ASPIRIN 60 GRAIN (product):1.0 | 4:99877007:ASPIRIN BOLUSES (product):1.0 | 5:99878002:ASPIRIN TABLETS PRODUCT (product):1.0 | 6:134394002:Aspirin not indicated (situation):1.0 | 7:135800003:Aspirin indicated (situation):1.0 | 8:151190005:Over the counter aspirin therapy (procedure):1.0 | 9:151215005:Salicylate prophylaxis &/or aspirin IHD (procedure):1.0 | 10:182909007:Over the counter aspirin therapy (procedure):1.0
t0_row_01,condition,ClinicalCondition,Chronic ischemic heart disease,413838009,Chronic ischemic heart disease (disorder),413838009,Chronic ischemic heart disease (disorder),1,2,,,,,,,2,1:84537008:Chronic ischemic heart disease (disorder):1.0 | 2:413838009:Chronic ischemic heart disease (disorder):1.0,1:84537008:Chronic ischemic heart disease (disorder):1.0 | 2:413838009:Chronic ischemic heart disease (disorder):1.0 | 3:266290000:Heart disease: [arteriosclerotic] or [chronic ischaemic NOS] (disorder):1.0 | 4:155315001:Heart disease: [arteriosclerotic] or [chronic ischaemic NOS] (disorder):1.0 | 5:155318004:Chronic ischaemic heart disease NOS (disorder):1.0 | 6:266291001:Chronic ischemic heart disease NOS (disorder):1.0 | 7:194840000:Other chronic ischemic heart disease (disorder):1.0 | 8:194854008:Other chronic ischemic heart disease NOS (disorder):1.0 | 9:195544005:[X]Other forms of chronic ischemic heart disease (disorder):1.0 | 10:194851000:Other specified chronic ischemic heart disease (disorder):1.0
t0_row_01,condition,ClinicalCondition,Old myocardial infarction,1755008,Old myocardial infarction (disorder),1755008,Old myocardial infarction (disorder),1,1,,,,,,,1,1:1755008:Old myocardial infarction (disorder):1.0,1:1755008:Old myocardial infarction (disorder):1.0 | 2:142027006:ECG: old myocardial infarction (finding):1.0 | 3:155306008:Old myocardial infarction (disorder):1.0 | 4:194827005:Myocardial infarction: [old] or [healed] or [personal history of] (disorder):1.0 | 5:164867002:Electrocardiographic old myocardial infarction (finding):1.0 | 6:22298006:Myocardial infarction (disorder):1.0 | 7:66514008:Coronary artery thrombosis (disorder):0.9607407407407408 | 8:66189004:Postmyocardial infarction syndrome (disorder):0.8681481481481482 | 9:142025003:ECG: myocardial infarction (finding):0.8681481481481482 | 10:142026002:ECG: no myocardial infarction (finding):0.8681481481481482
t0_row_01,action,Medication,Clopidogrel,386952008,Clopidogrel (substance),734972007,Clopidogrel besilate (substance),0,4,,,,,,,4,1:734972007:Clopidogrel besilate (substance):1.0 | 2:775314005:Product containing only clopidogrel (medicinal product):1.0 | 3:778817005:Product containing only clopidogrel in oral dose form (medicinal product form):1.0 | 4:386952008:Clopidogrel (substance):1.0,1:734972007:Clopidogrel besilate (substance):1.0 | 2:775314005:Product containing only clopidogrel (medicinal product):1.0 | 3:778817005:Product containing only clopidogrel in oral dose form (medicinal product form):1.0 | 4:386952008:Clopidogrel (substance):1.0 | 5:407571005:Clopidogrel not indicated (situation):1.0 | 6:407582002:Clopidogrel contraindicated (situation):1.0 | 7:407583007:Clopidogrel declined (situation):1.0 | 8:734471009:Clopidogrel hydrochloride (substance):1.0 | 9:714142006:Product containing clopidogrel in oral dose form (medicinal product form):1.0 | 10:1137312001:Product containing precisely clopidogrel (as clopidogrel hydrochloride) 75 milligram/1 each conventional release oral tablet (clinical drug):1.0
t0_row_02,condition,ClinicalCondition,Old myocardial infarction,1755008,Old myocardial infarction (disorder),1755008,Old myocardial infarction (disorder),1,1,,,,,,,1,1:1755008:Old myocardial infarction (disorder):1.0,1:1755008:Old myocardial infarction (disorder):1.0 | 2:142027006:ECG: old myocardial infarction (finding):1.0 | 3:155306008:Old myocardial infarction (disorder):1.0 | 4:194827005:Myocardial infarction: [old] or [healed] or [personal history of] (disorder):1.0 | 5:164867002:Electrocardiographic old myocardial infarction (finding):1.0 | 6:22298006:Myocardial infarction (disorder):1.0 | 7:66514008:Coronary artery thrombosis (disorder):0.9607407407407408 | 8:66189004:Postmyocardial infarction syndrome (disorder):0.8681481481481482 | 9:142025003:ECG: myocardial infarction (finding):0.8681481481481482 | 10:142026002:ECG: no myocardial infarction (finding):0.8681481481481482
t0_row_02,condition,Procedure,Repair of coronary artery,713689002,Repair of coronary artery (procedure),713689002,Repair of coronary artery (procedure),1,1,,,,,,,1,1:713689002:Repair of coronary artery (procedure):1.0,1:713689002:Repair of coronary artery (procedure):1.0 | 2:175080008:Repair of coronary artery NEC (procedure):1.0 | 3:175083005:Repair of coronary artery NOS (procedure):1.0 | 4:1871002:Repair of aneurysm of coronary artery (procedure):1.0 | 5:384681005:Patch repair of coronary artery (procedure):1.0 | 6:232734001:Patch repair of coronary artery (procedure):1.0 | 7:232736004:Open operation for coronary artery fistula (procedure):1.0 | 8:175082000:Other specified repair of coronary artery (procedure):1.0 | 9:261538006:Open intracoronary repair of coronary artery fistula (procedure):1.0 | 10:13963007:Repair of coronary arteriovenous chamber fistula (procedure):0.9591392221053442
t0_row_02,condition,ClinicalCondition,Coronary artery disease,53741008,Coronary arteriosclerosis (disorder),53741008,Coronary arteriosclerosis (disorder),1,1,,,,,,,1,1:53741008:Coronary arteriosclerosis (disorder):1.0,1:53741008:Coronary arteriosclerosis (disorder):1.0 | 2:41702007:Coronary atherosclerosis (disorder):1.0 | 3:1348269001:Coronary Artery Disease Reporting and Data System (assessment scale):1.0 | 4:155111000146108:Coronary Artery Disease Reporting and Data System score (observable entity):1.0 | 5:1351342004:Assessment using Coronary Artery Disease Reporting and Data System (procedure):1.0 | 6:8957000:Coronary artery disease (disorder):1.0 | 7:371804009:Left main coronary artery disease (disorder):1.0 | 8:194841001:Coronary (atherosclerosis or artery disease) or triple vessel disease of the heart (disorder):1.0 | 9:371803003:Multi vessel coronary artery disease (disorder):1.0 | 10:373144005:Single vessel coronary artery disease (disorder):1.0
t0_row_03,condition,ClinicalCondition,Acute coronary syndrome,394659003,Acute coronary syndrome (disorder),394659003,Acute coronary syndrome (disorder),1,2,,,,,,,2,1:32598000:Acute ischemic heart disease (disorder):1.0 | 2:394659003:Acute coronary syndrome (disorder):1.0,1:32598000:Acute ischemic heart disease (disorder):1.0 | 2:394659003:Acute coronary syndrome (disorder):1.0 | 3:393587009:Acute coronary syndrome (disorder):1.0 | 4:1287374007:Portuguese Registry of Acute Coronary Syndromes risk score (assessment scale):1.0 | 5:5820008:Acute ischemic enterocolitis (disorder):0.9839257294429709 | 6:8608001:Structure of right margin of heart (body structure):0.8674027004846423 | 7:364006:Acute left-sided heart failure (disorder):0.8329011634000628 | 8:8805001:Acute rheumatic heart disease (disorder):0.8329011634000628 | 9:10633002:Acute congestive heart failure (disorder):0.8229011634000628 | 10:41702007:Coronary atherosclerosis (disorder):0.7603612479474549
t0_row_03,condition,Medication,Ticagrelor,698805004,Ticagrelor (substance),698805004,Ticagrelor (substance),1,1,,,,,,,1,1:698805004:Ticagrelor (substance):1.0,1:698805004:Ticagrelor (substance):1.0 | 2:704465002:Product containing precisely ticagrelor 90 milligram/1 each conventional release oral tablet (clinical drug):1.0 | 3:777766002:Product containing only ticagrelor (medicinal product):1.0 | 4:768197009:Product containing ticagrelor in oral dose form (medicinal product form):1.0 | 5:1179440007:Product containing precisely ticagrelor 90 milligram/1 each conventional release orodispersible tablet (clinical drug):1.0 | 6:704464003:Product containing ticagrelor (medicinal product):1.0 | 7:780632009:Product containing only ticagrelor in oral dose form (medicinal product form):1.0 | 8:1179441006:Product containing ticagrelor in oromucosal dose form (medicinal product form):1.0 | 9:1179442004:Product containing only ticagrelor in oromucosal dose form (medicinal product form):1.0 | 10:1010542009:Product containing precisely ticagrelor 60 milligram/1 each conventional release oral tablet (clinical drug):1.0
t0_row_03,condition,ClinicalCondition,Finding of increased risk level,1255670000,Finding of increased risk level (finding),1255670000,Finding of increased risk level (finding),1,1,,,,,,,1,1:1255670000:Finding of increased risk level (finding):1.0,1:1255670000:Finding of increased risk level (finding):1.0 | 2:45704003:At increased risk for noncompliance (finding):0.8455843024229515 | 3:42427004:At increased risk for suffocation (finding):0.8022448979591834 | 4:78648007:At increased risk for infection (finding):0.8022448979591834 | 5:39623008:At increased risk for poisoning injury (finding):0.7922448979591834 | 6:8317005:At increased risk for deficient parenting (finding):0.7922448979591834 | 7:38369006:At increased risk for cognitive impairment (finding):0.7922448979591834 | 8:70693003:At increased risk for impaired skin integrity (finding):0.7922448979591834 | 9:50048006:At increased risk for deficient fluid volume (finding):0.7872448979591834 | 10:41775005:At increased risk for impaired home maintenance management (finding):0.7872448979591834
t0_row_03,condition,ClinicalCondition,Myocardial ischemia,414795007,Myocardial ischemia (disorder),32598000,Acute ischemic heart disease (disorder),0,4,,,,,,,4,1:32598000:Acute ischemic heart disease (disorder):1.0 | 2:41702007:Coronary atherosclerosis (disorder):1.0 | 3:84537008:Chronic ischemic heart disease (disorder):1.0 | 4:414795007:Myocardial ischemia (disorder):1.0,1:32598000:Acute ischemic heart disease (disorder):1.0 | 2:41702007:Coronary atherosclerosis (disorder):1.0 | 3:84537008:Chronic ischemic heart disease (disorder):1.0 | 4:414795007:Myocardial ischemia (disorder):1.0 | 5:413844008:Chronic myocardial ischemia (disorder):1.0 | 6:233822007:Myocardial ischaemia (disorder):1.0 | 7:142024004:ECG: myocardial ischaemia NOS (finding):1.0 | 8:142022000:ECG: no myocardial ischaemia (finding):1.0 | 9:142021007:ECG: myocardial ischaemia (finding):1.0 | 10:194852007:Chronic myocardial ischaemia (disorder):1.0
t0_row_03,condition,ClinicalCondition,At high risk for bleeding,711536002,At high risk for bleeding (finding),711536002,At high risk for bleeding (finding),1,1,,,,,,,1,1:711536002:At high risk for bleeding (finding):1.0,1:711536002:At high risk for bleeding (finding):1.0 | 2:15508007:High risk of (contextual qualifier) (qualifier value):0.7049382716049383 | 3:102947004:High risk sexual behavior (finding):0.5376543209876543 | 4:47200007:High risk pregnancy (finding):0.5376543209876543 | 5:123104003:High risk of (qualifier value):0.5276543209876543 | 6:138911008:H/O: high risk medication (situation):0.4976543209876543 | 7:138919005:H/O: high risk medication NOS (situation):0.4976543209876543 | 8:23154005:Diastolic arterial pressure above reference range (finding):0.36839506172839503 | 9:18050000:Systolic arterial pressure above reference range (finding):0.36839506172839503 | 10:3947004:High oxygen affinity hemoglobin polycythemia (disorder):0.36839506172839503
t0_row_03,action,Medication,Ticagrelor,698805004,Ticagrelor (substance),698805004,Ticagrelor (substance),1,1,,,,,,,1,1:698805004:Ticagrelor (substance):1.0,1:698805004:Ticagrelor (substance):1.0 | 2:704465002:Product containing precisely ticagrelor 90 milligram/1 each conventional release oral tablet (clinical drug):1.0 | 3:777766002:Product containing only ticagrelor (medicinal product):1.0 | 4:768197009:Product containing ticagrelor in oral dose form (medicinal product form):1.0 | 5:1179440007:Product containing precisely ticagrelor 90 milligram/1 each conventional release orodispersible tablet (clinical drug):1.0 | 6:704464003:Product containing ticagrelor (medicinal product):1.0 | 7:780632009:Product containing only ticagrelor in oral dose form (medicinal product form):1.0 | 8:1179441006:Product containing ticagrelor in oromucosal dose form (medicinal product form):1.0 | 9:1179442004:Product containing only ticagrelor in oromucosal dose form (medicinal product form):1.0 | 10:1010542009:Product containing precisely ticagrelor 60 milligram/1 each conventional release oral tablet (clinical drug):1.0
